market_date,mean_sentiment,tweet_count,GLD,SPY,USO,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2020-12-17,-0.1723200358450412,35,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-12-18,-0.0692055892290138,41,0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0
2020-12-21,-0.0914298581192269,32,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
2020-12-22,-0.1196831584992733,33,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0
2020-12-23,0.0011439940426498,32,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1.0
2020-12-24,-0.0675741727650165,25,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-12-28,-0.1579440747602628,13,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-12-29,-0.2246432110667228,20,1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0
2020-12-30,-0.0267315447330474,20,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2020-12-31,-0.120310107866923,3,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
