market_date,mean_sentiment,tweet_count
2020-12-01,-0.23846288827749398,26
2020-12-02,-0.17390547988229785,29
2020-12-03,0.002922764559294663,51
2020-12-04,-0.1290806423769229,36
2020-12-05,-0.1259665496059154,19
2020-12-06,-0.15567683912813662,20
2020-12-07,-0.04288198956055567,32
2020-12-08,-0.15850019993792688,28
2020-12-09,-0.04002319434657693,40
2020-12-10,-0.2035894708974021,35
2020-12-11,-0.15200157241067952,36
2020-12-12,-0.13490094658401278,27
2020-12-13,-0.3299700121528336,14
2020-12-14,-0.06148161701858044,30
2020-12-15,-0.21990017714195473,43
2020-12-16,-0.06049710320418372,34
2020-12-17,-0.17232003584504127,35
2020-12-18,-0.06920558922901386,41
2020-12-19,-0.17088765107716122,12
2020-12-20,-0.1340057324352009,14
2020-12-21,-0.09142985811922699,32
2020-12-22,-0.11968315849927338,33
2020-12-23,0.0011439940426498652,32
2020-12-24,-0.06757417276501655,25
2020-12-25,-0.05450843647122383,11
2020-12-26,0.2938451826572418,5
2020-12-27,-0.09667086920567922,14
2020-12-28,-0.1579440747602628,13
2020-12-29,-0.22464321106672286,20
2020-12-30,-0.026731544733047487,20
2020-12-31,-0.12031010786692302,3
