market_date,mean_sentiment,tweet_count
2020-01-03,-0.30148222918311757,15
2020-01-04,-0.1625924939289689,4
2020-02-03,-0.22274354117966833,21
2020-02-04,-0.29498591522375744,3
2020-03-03,-0.16020720700422922,33
2020-03-04,0.23987601324915886,3
2020-04-03,-0.16241961085925932,23
2020-04-04,-0.018587628069023292,6
2020-05-03,-0.20291152394012266,23
2020-05-04,-0.7509743968645731,3
2020-06-03,-0.27640740167010913,22
2020-06-04,-0.32785630226135254,2
2020-07-03,-0.2441528059542179,5
2020-07-04,0.015584621578454971,1
2020-08-03,-0.3299952790141106,10
2020-08-04,0.15089270969231924,3
2020-09-03,-0.28975534401834013,20
2020-09-04,-0.23132855019399098,7
2020-10-03,-0.3032097779214382,30
2020-10-04,-0.11959607588748138,6
2020-11-03,-0.04520624431853111,26
2020-11-04,-0.2839206872241838,7
2020-12-03,-0.2738558043693674,29
2020-12-04,-0.4896950920422872,3
