market_date,mean_sentiment,tweet_count
2020-01-04,-0.13251305433611074,27
2020-01-05,-0.4877306694785754,3
2020-02-04,-0.36546450576955275,31
2020-02-05,-0.07592395267316274,7
2020-03-04,-0.09524356092636783,24
2020-03-05,0.05595248192548752,1
2020-04-04,-0.057356947908798854,15
2020-04-05,-0.07274952530860901,1
2020-05-04,0.07487568880120914,21
2020-05-05,-0.21915682638064027,4
2020-06-04,-0.25471563407165165,34
2020-06-05,-0.6285750865936279,3
2020-07-04,0.011367965266108513,25
2020-07-05,0.0467681959271431,2
2020-08-04,-0.4183264860714024,22
2020-08-05,-0.28520529841383296,6
2020-09-04,-0.11926788213136404,23
2020-09-05,0.03993959203362465,5
2020-10-04,-0.1411548398900777,32
2020-10-05,0.8775478601455688,1
2020-11-04,-0.13960146545790708,13
2020-11-05,-0.016631117090582848,1
2020-12-04,-0.02436599532763163,15
2020-12-05,-0.42525529861450195,2
