market_date,mean_sentiment,tweet_count
2020-10-01,-0.08273378830274632,29
2020-10-02,0.052116715227780136,46
2020-10-03,0.07403123032833848,28
2020-10-04,0.02926781866699457,14
2020-10-05,-0.05258961358950252,21
2020-10-06,0.11416075288041218,37
2020-10-07,-0.08528685282267955,46
2020-10-08,0.05039784704046003,29
2020-10-09,-0.017363168824559603,39
2020-10-10,0.06298815499505271,23
2020-10-11,-0.04553024364369256,14
2020-10-12,0.007191202179952102,33
2020-10-13,0.09842856348093067,42
2020-10-14,0.03332608703884386,31
2020-10-15,-0.07159918314880795,45
2020-10-16,-0.16424549955489307,29
2020-10-17,0.016621135394362843,17
2020-10-18,0.0868456244468689,15
2020-10-19,0.05119700601388668,29
2020-10-20,0.1088729277253151,36
2020-10-21,0.07211172921316965,35
2020-10-22,0.08346567247062922,40
2020-10-23,0.03226673535795675,36
2020-10-24,0.02026446396484971,28
2020-10-25,0.1381368413567543,14
2020-10-26,0.009689678509648029,26
2020-10-27,-0.015941676683723927,32
2020-10-28,0.03013584012275233,34
2020-10-29,-0.06938913699827697,38
2020-10-30,-0.15299195654102063,38
2020-10-31,-0.2277798131108284,13
