market_date,mean_sentiment,tweet_count
2020-11-01,-0.007071696550530546,17
2020-11-02,-0.128158172271375,29
2020-11-03,-0.10601753166152371,45
2020-11-04,-0.11665992105477735,57
2020-11-05,-0.014496600814163684,40
2020-11-06,-0.2043780120710532,30
2020-11-07,0.045684503244334145,38
2020-11-08,0.02074405550956726,13
2020-11-09,-0.059050766906390585,24
2020-11-10,-0.11995846849112284,21
2020-11-11,-0.11579088039477081,34
2020-11-12,-0.0778300772470079,38
2020-11-13,-0.11158907958971602,28
2020-11-14,-0.12287741816706127,18
2020-11-15,-0.20085334463510662,16
2020-11-16,-0.08469876976949828,35
2020-11-17,-0.06228998980325896,41
2020-11-18,-0.1781875227968539,31
2020-11-19,-0.13111609072777733,29
2020-11-20,-0.18980180042917313,23
2020-11-21,-0.06394167445600032,25
2020-11-22,-0.03275929843740804,21
2020-11-23,-0.11807809775008966,38
2020-11-24,-0.2222686834101166,35
2020-11-25,0.0013117494958418388,27
2020-11-26,-0.21020671678707004,48
2020-11-27,-0.2943743629114968,35
2020-11-28,-0.0999183024872433,11
2020-11-29,-0.10889489506371319,16
